SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN
1015ECL29,NR,993,993,984,986,986,993,309,304988.00,07-Oct-2024,13,INE804IA7014
HPIL,EQ,153,153.06,140.41,144.51,142.06,149.18,1569,233465.17,07-Oct-2024,69,INE05X901010
SGBJUL25,GB,8001,8130,8001,8120,8120,8000,125,1011817.00,07-Oct-2024,34,IN0020170034
TAJGVK,EQ,302.8,304.7,285.25,289.4,290.45,298.5,114001,33317185.00,07-Oct-2024,3766,INE586B01026
TV18BRDCST,EQ,43,43.1,39.86,40.59,40.7,42.34,12221551,500186831.27,07-Oct-2024,69293,INE886H01027
WIPRO,EQ,538,541.7,525.95,531.45,530.55,533.55,4939037,2630202954.55,07-Oct-2024,86426,INE075A01022
ZYDUSWELL,EQ,1950,1958.6,1891.2,1912.3,1929.95,1948.85,29064,55781308.35,07-Oct-2024,7192,INE768C01010
PREMIERPOL,EQ,232.99,232.99,216.1,221.12,223,229.59,43951,9784223.83,07-Oct-2024,1908,INE309M01012
RATNAMANI,EQ,3615.2,3629.95,3536.25,3552.55,3547.55,3615.2,25097,89464115.35,07-Oct-2024,8135,INE703B01027
STARCEMENT,EQ,214,214.4,203.21,208.96,210.75,208.36,510874,106544607.15,07-Oct-2024,16996,INE460H01021
STEELXIND,EQ,12.55,12.58,11.57,11.66,11.72,12.51,5749372,68322548.66,07-Oct-2024,11097,INE503B01021
STYRENIX,EQ,2489,2489,2328,2368.5,2370,2462.3,99097,234103607.55,07-Oct-2024,12561,INE189B01011
AKSHAR,BE,1.61,1.62,1.5,1.53,1.54,1.58,1149527,1775484.43,07-Oct-2024,1518,INE256Z01025
BABAFP,SM,62.35,64,58.5,60.8,60.8,61.4,35200,2147360.00,07-Oct-2024,19,INE0QW501012
PATTECH,SM,164,164,156.7,156.7,156.7,164.95,7500,1186650.00,07-Oct-2024,5,INE0NZW01014
SFL,EQ,901.05,905.45,868,872.55,873,900.75,82476,72445382.30,07-Oct-2024,8514,INE916U01025
SUMIT,BE,145.9,146.25,138.58,138.58,138.58,145.88,20649,2918702.03,07-Oct-2024,137,INE748Z01013
SUNDARAM,BE,2.86,2.92,2.75,2.79,2.82,2.84,789838,2220591.86,07-Oct-2024,796,INE108E01023
TBI,ST,188,188,178.6,180,180,188,26400,4764060.00,07-Oct-2024,18,INE0N2D01013
KAKATCEM,EQ,215.5,222.94,206.2,208.73,209,218.58,13100,2771308.27,07-Oct-2024,450,INE437B01014
KRITIKA,EQ,15.19,15.19,15.19,15.19,15.19,15.99,565129,8584309.51,07-Oct-2024,1910,INE00Z501029
MONTECARLO,EQ,801.95,806.05,744.85,770.85,770,802,37232,28659338.70,07-Oct-2024,2088,INE950M01013
BCG,BZ,10.4,10.4,9.45,9.45,9.45,9.95,3518012,34402176.35,07-Oct-2024,4095,INE425B01027
PSUBNKBEES,EQ,76,76,71.89,72.83,73.2,75.26,3721916,272129607.79,07-Oct-2024,22386,INF204KB16I7
965SCL26F,N1,950.75,950.75,950.75,950.75,950.75,950.2,30,28522.50,07-Oct-2024,3,INE148I07US9
965SCFL25,AB,1015,1015,1015,1015,1015,1015,10,10150.00,07-Oct-2024,1,INE148I07NT2
DEEPAKFERT,EQ,1085.55,1093.8,1001,1048,1041,1088.1,1648165,1711048541.00,07-Oct-2024,74950,INE501A01019
GODHA,BE,0.85,0.86,0.83,0.85,0.86,0.83,4735990,4019057.37,07-Oct-2024,2273,INE925Y01036
364D130225,TB,96.5,96.5,96.5,96.5,96.5,97.5,100,9650.00,07-Oct-2024,1,IN002023Z489
GRASIMPP1,E1,1848,1848,1780,1796,1812,1823.45,39862,72549454.25,07-Oct-2024,983,IN9047A01029
HINDOILEXP,EQ,239,239,218.55,220.04,220.99,237.37,1677672,377433628.18,07-Oct-2024,33294,INE345A01011
SHIVAUM,ST,293.4,293.4,293.4,293.4,293.4,293.4,2500,733500.00,07-Oct-2024,1,INE719F01016
SOBHAPP,E1,970.05,989,910,960,960,975.9,6064,5767413.80,07-Oct-2024,127,IN9671H01013
TCS,EQ,4273.9,4297.25,4229.4,4272.85,4274,4252.25,1472619,6278960109.95,07-Oct-2024,117843,INE467B01029
KCP,EQ,250.2,250.2,227,229.15,228,246.75,806430,188935666.55,07-Oct-2024,32839,INE805C01028
GOLDETF,EQ,74.79,74.8,74.11,74.78,74.8,74.83,255876,19095242.44,07-Oct-2024,1707,INF769K01JP9
ABSLPSE,EQ,11.13,11.13,10.5,10.63,10.67,10.98,735338,7813327.61,07-Oct-2024,3770,INF209KB19Z4
QUADPRO,SM,5.6,5.6,5.6,5.6,5.6,5.85,12000,67200.00,07-Oct-2024,1,INE0GOJ01027
SALZERELEC,EQ,928.7,969,905.4,923,932,918.8,196213,182515185.95,07-Oct-2024,9387,INE457F01013
EQUAL50ADD,EQ,338.47,338.47,327.42,329.93,328.3,334.18,25432,8389501.08,07-Oct-2024,534,INF740KA1QK2
GREENPLY,EQ,373,378.7,346.1,348.4,349.95,373,206826,73776051.45,07-Oct-2024,13072,INE461C01038
SPMLINFRA,BE,253.1,253.1,240.45,240.65,241,253.1,137465,33216032.55,07-Oct-2024,664,INE937A01023
ITIETF,EQ,44.82,45.3,44.53,44.96,45.03,44.82,593360,26679306.12,07-Oct-2024,1708,INF109KC16I6
JITFINFRA,EQ,854,872.95,780.65,801,796.95,871.15,51984,42668550.00,07-Oct-2024,3563,INE863T01013
KRBL,EQ,292.05,295.55,276.4,279.6,279.95,294.3,1210959,340932083.35,07-Oct-2024,29980,INE001B01026
ALBERTDAVD,BE,1475.5,1495,1401.75,1414.95,1419,1475.5,6769,9589796.00,07-Oct-2024,404,INE155C01010
CHOICEIN,EQ,474.45,474.45,447.6,450.85,452,470.1,500387,228595996.35,07-Oct-2024,15060,INE102B01014
TATAELXSI,EQ,7580,7627.95,7352,7430.65,7436,7576.1,137781,1025504639.45,07-Oct-2024,32613,INE670A01012
IVP,BE,206.5,206.5,197,198.69,198.35,206.5,11363,2264549.84,07-Oct-2024,91,INE043C01018
MTNL,EQ,53.2,54,52.09,52.09,52.09,54.84,3000746,157273684.41,07-Oct-2024,10797,INE153A01019
POLICYBZR,EQ,1705,1747.8,1681.55,1690.75,1688,1713.55,1582055,2693751574.20,07-Oct-2024,113702,INE417T01026
RATEGAIN,EQ,737.95,738.75,711.7,727.8,734.95,735.7,315584,227904747.20,07-Oct-2024,28659,INE0CLI01024
IIFLZC25C,N8,1218.25,1218.25,1217.55,1218.15,1218.15,1221,187,227781.35,07-Oct-2024,6,INE477L07AM1
DCAL,EQ,175,178,161.21,164.08,165.85,174.61,660247,110674335.32,07-Oct-2024,12796,INE385W01011
ECLERX,EQ,3024,3217,2987.25,3077.05,3022.5,3021.5,612816,1907746771.70,07-Oct-2024,67738,INE738I01010
EMMBI,EQ,131.25,131.99,123.81,126.49,125.9,130.6,97540,12330191.47,07-Oct-2024,2572,INE753K01015
FINOPB,EQ,404.8,410.6,380.9,392.3,392,404.8,187846,73847517.05,07-Oct-2024,6432,INE02NC01014
HEIDELBERG,EQ,241,258,224.65,227.73,227.19,218.77,17836626,4310426123.75,07-Oct-2024,184576,INE578A01017
92ICCL28,ND,945,945,945,945,945,950,10,9450.00,07-Oct-2024,1,INE244L07184
SVLL,BE,316,320,302.8,315.1,311,318,2592,801229.85,07-Oct-2024,57,INE00CE01017
KARURVYSYA,EQ,206.34,210.19,197.1,199.41,199.75,208.69,3425973,685431251.96,07-Oct-2024,63105,INE036D01028
KIMS,EQ,550.95,558,532,534.15,533,549.75,363077,196587521.35,07-Oct-2024,29373,INE967H01025
AGSTRA,EQ,96,96.8,88.1,89.26,89.2,95.94,640682,58320634.70,07-Oct-2024,5546,INE583L01014
ROXHITECH,SM,114.4,114.4,107,109.15,108.5,114.4,52800,5811760.00,07-Oct-2024,33,INE0PDJ01013
SAKHTISUG,EQ,43.39,43.84,38.32,38.84,38.82,42.78,1881887,76176862.35,07-Oct-2024,9140,INE623A01011
DNAMEDIA,BE,5.19,5.33,4.91,5.08,5.09,5.08,71276,366688.05,07-Oct-2024,234,INE016M01021
182D191224,TB,99.5,99.5,99.5,99.5,99.5,98.5,100,9950.00,07-Oct-2024,1,IN002024Y126
HOACFOODS,SM,130,135,127.65,127.9,127.9,139,15000,1944600.00,07-Oct-2024,5,INE0S6S01017
SURYALAXMI,EQ,86.82,88.85,81,82.14,81.9,86.82,51414,4312136.31,07-Oct-2024,1425,INE713B01026
SWARAJ,SM,276,280,268.1,271.9,271.9,282.2,59000,16122550.00,07-Oct-2024,36,INE0GMR01016
TITAGARH,EQ,1136.85,1141.95,1062.45,1071.65,1077,1120.15,1645440,1791383038.30,07-Oct-2024,93384,INE615H01020
HEALTHIETF,EQ,148.87,152.28,146.73,147.53,148.16,148.09,84378,12517459.63,07-Oct-2024,1452,INF109KC1Q72
KANANIIND,EQ,2.78,2.82,2.71,2.72,2.73,2.78,549485,1521496.99,07-Oct-2024,1030,INE879E01037
KHAICHEM,EQ,78.2,79.9,73.1,74.87,74.11,78.62,512008,38622494.39,07-Oct-2024,5220,INE745B01028
ADROITINFO,EQ,18.43,18.98,17.3,17.61,17.35,18.67,36918,664482.47,07-Oct-2024,341,INE737B01033
AVPINFRA,SM,158.35,164.45,142.15,146.05,148.9,161,211200,31678080.00,07-Oct-2024,128,INE0R9401019
ABGSEC,EQ,103,103.39,102.65,102.66,102.65,103.44,370,38028.45,07-Oct-2024,12,INF209KC1134
NEWJAISA,SM,92.5,94.95,88,93.95,94.95,96.65,36000,3289125.00,07-Oct-2024,24,INE0PW501021
OLECTRA,EQ,1651.95,1659,1552.7,1561.3,1565.9,1643.35,761314,1211973215.60,07-Oct-2024,52589,INE260D01016
PREMIERENE,EQ,1045.75,1059.2,977.7,997.2,988,1047.4,2917540,2929647769.80,07-Oct-2024,86524,INE0BS701011
RAYMOND,EQ,1660,1683,1575.3,1589.8,1594,1654.15,365484,585489955.75,07-Oct-2024,41416,INE301A01014
970CAGL28,ND,1010,1010,1010,1010,1010,1017,1800,1818000.00,07-Oct-2024,1,INE741K07579
GODREJIND,EQ,1113.35,1124.3,1068.4,1086.4,1082.7,1113.35,156581,169889796.30,07-Oct-2024,16303,INE233A01035
BFSI,EQ,24.82,24.82,23.71,23.82,23.86,24.22,604853,14497486.17,07-Oct-2024,2819,INF769K01HI8
ACEINTEG,EQ,34.81,35.95,33.81,34.4,34.45,34.81,44121,1532938.63,07-Oct-2024,589,INE543V01017
DCMSHRIRAM,EQ,1000.1,1019.55,953.55,978.8,978.9,1014.6,67197,65727550.35,07-Oct-2024,9598,INE499A01024
EXCELLENT,SM,73.25,75.1,70,74.3,72.15,72.15,56000,4121840.00,07-Oct-2024,27,INE0Y4801011
LIQUIDIETF,EQ,999,1000.01,995,1000,1000.01,999.99,2054514,2054506199.01,07-Oct-2024,3595,INF109KC1KT9
RENUKA,EQ,51.45,51.45,47,47.3,47.19,50.78,51200232,2477254824.70,07-Oct-2024,120648,INE087H01022
SITINET,BE,0.93,0.93,0.9,0.9,0.9,0.92,3187668,2913299.16,07-Oct-2024,2089,INE965H01011
SUNDRMBRAK,BE,966.1,985,921,957.35,940.5,960.05,1593,1512754.45,07-Oct-2024,122,INE073D01013
VITAL,ST,72,73.5,72,72.8,72.15,75.45,14400,1046940.00,07-Oct-2024,12,INE0L4K01016
JMA,EQ,102.13,105,102.13,104.07,104.05,105.18,20601,2147517.23,07-Oct-2024,281,INE412C01023
MAFANG,EQ,95.85,95.85,93.22,94.06,93.77,94.06,723152,68341950.45,07-Oct-2024,8955,INF769K01HF4
SGBDEC2513,GB,8278,8278,8040,8040,8040,7980,103,828834.00,07-Oct-2024,2,IN0020170158
CELLECOR,SM,53.6,55.3,51.85,51.85,51.85,54.55,984000,51398100.00,07-Oct-2024,129,INE0OMO01025
PTL,EQ,43.9,44.2,41,42.37,42.85,43.58,199615,8458933.72,07-Oct-2024,1901,INE034D01049
GLOBALPET,SM,116.95,116.95,110,113.2,113.9,117,21000,2361900.00,07-Oct-2024,14,INE0PS501019
91D051224,TB,98.55,98.55,98.55,98.55,98.55,98.55,100,9855.00,07-Oct-2024,1,IN002024X243
SUNTECK,EQ,571.2,574.95,543.9,548.4,550,562.95,283937,157216042.60,07-Oct-2024,21903,INE805D01034
TCIEXP,EQ,1084.9,1086.85,1039,1059.35,1058,1063.65,31717,33684593.20,07-Oct-2024,2834,INE586V01016
JHS,BE,27.35,28.4,26.02,26.08,26.25,27.39,340814,8933383.78,07-Oct-2024,514,INE544H01014
KARMAENG,BE,71.99,71.99,66.12,67.58,67,69.51,6919,469198.15,07-Oct-2024,128,INE725L01011
BSLNIFTY,EQ,28.55,29.1,28.35,28.64,28.7,28.76,576922,16533791.81,07-Oct-2024,9711,INF209KB19D1
CENTUM,EQ,1855,1866.65,1720.2,1750.05,1768,1858.7,26576,46698546.45,07-Oct-2024,3496,INE320B01020
NXST,RR,142.5,143.85,141.21,142.54,143.31,142.11,1002893,143077646.88,07-Oct-2024,10477,INE0NDH25011
RELTD,EQ,149.39,150,137.53,137.53,137.53,144.77,475931,66896164.49,07-Oct-2024,1955,INE206N01018
RICHA,SM,96.15,96.15,87.05,87.05,87.05,91.6,45000,4150800.00,07-Oct-2024,31,INE0J1P01015
EXIDEIND,EQ,505,508.55,473.85,480.5,484,502.4,6679123,3239886436.10,07-Oct-2024,119248,INE302A01020
HCG,EQ,428.45,441,404.7,431.8,437,430.05,614006,260848826.95,07-Oct-2024,7821,INE075I01017
HERITGFOOD,EQ,607,620.8,577.3,582.65,579,605.75,801270,474739490.05,07-Oct-2024,17313,INE978A01027
TATAPOWER,EQ,467.9,468.9,438.7,441.3,440.55,466.65,19893771,8890397842.40,07-Oct-2024,248201,INE245A01021
UTIAMC,EQ,1215.3,1228.2,1176.2,1201.55,1199.3,1217.15,762246,914046837.45,07-Oct-2024,28347,INE094J01016
MINDSPACE,RR,365,373.95,362.98,370.83,370,363.02,330260,122549680.06,07-Oct-2024,8804,INE0CCU25019
901HUDCO34,NE,1339,1339,1334.9,1334.9,1334.9,1310,204,273139.60,07-Oct-2024,12,INE031A07AB2
RVHL,BE,63,63,57,57.99,58.49,60,19047,1109249.56,07-Oct-2024,121,INE09E501017
SASTASUNDR,EQ,301.75,301.9,284.9,288.75,291.6,300.2,23476,6830380.25,07-Oct-2024,1072,INE019J01013
ELGIRUBCO,BE,93.15,97.57,92.97,93.01,92.97,97.87,51137,4767534.64,07-Oct-2024,296,INE819L01012
855IREDA29,N2,1137.1,1137.1,1137.1,1137.1,1137.1,1140.15,40,45484.00,07-Oct-2024,1,INE202E07120
MAHSCOOTER,EQ,11218.25,11366.95,10801,10872.85,10870,11309.55,7977,87839468.60,07-Oct-2024,3251,INE288A01013
BALRAMCHIN,EQ,662,668.45,625.35,627.85,628.4,660.7,2432098,1555188036.95,07-Oct-2024,54831,INE119A01028
CELLPOINT,SM,34.1,34.1,31.95,32.8,33.45,33.05,49200,1604280.00,07-Oct-2024,39,INE0O0001013
NEXTMEDIA,BE,7.57,7.58,6.99,7.01,7.01,7.33,12519,90581.08,07-Oct-2024,55,INE747B01016
PHARMABEES,EQ,23.85,23.85,23.32,23.47,23.51,23.65,5434931,127752160.35,07-Oct-2024,21287,INF204KC1089
RANEHOLDIN,EQ,1975,1981.55,1856.05,1886.85,1898,1945.75,40971,79054329.10,07-Oct-2024,7785,INE384A01010
610GS2031,GS,97.9,97.9,97.9,97.9,97.9,97,90,8811.00,07-Oct-2024,2,IN0020210095
SIL,BE,26.89,27.32,25.03,25.15,25.25,26.35,43231,1102489.24,07-Oct-2024,343,INE173A01025
MAYURUNIQ,EQ,584.05,588,558.55,578.45,576,587.55,89348,51208322.85,07-Oct-2024,4168,INE040D01038
MYMUDRA,SM,104,104,100.05,103.25,103,107.45,20400,2095800.00,07-Oct-2024,17,INE0RVQ01016
ARMANFIN,EQ,1620,1625.95,1556,1578.4,1587,1619.6,58018,91867327.50,07-Oct-2024,7426,INE109C01017
CAMLINFINE,EQ,102.52,104.3,98,98.78,99,102.03,531014,53259230.39,07-Oct-2024,6956,INE052I01032
CIPLA,EQ,1623,1644.85,1612.05,1624.65,1624,1623.3,1553239,2533329006.80,07-Oct-2024,78746,INE059A01026
935LTF29,N5,1100,1100,1099.5,1099.5,1099.5,1108,170,186990.00,07-Oct-2024,5,INE027E07972
CROWN,BE,246.4,246.4,234.08,234.08,234.08,246.4,16342,3861291.91,07-Oct-2024,197,INE491V01019
DHARMAJ,EQ,316.6,326.2,300.05,316.9,324,319.75,133763,41476015.75,07-Oct-2024,4726,INE00OQ01016
GATEWAY,EQ,89.69,91.32,88.02,88.97,89.19,88.98,1216991,108644080.00,07-Oct-2024,19520,INE079J01017
SETCO,BE,12.16,13.29,12.04,12.25,12.5,12.68,310762,3940537.23,07-Oct-2024,405,INE878E01021
SOMANYCERA,EQ,739.9,739.9,693.55,703.25,705,729.1,25551,18038585.00,07-Oct-2024,3095,INE355A01028
SWSOLAR,EQ,552.25,557,519.3,519.3,519.3,546.6,2623303,1386023083.40,07-Oct-2024,34376,INE00M201021
VAISHALI,EQ,195,196,190,192.02,192,189.16,181338,34888984.72,07-Oct-2024,2989,INE972X01014
LT,EQ,3505,3512.95,3429,3468.35,3475,3493.95,2304227,7976771660.60,07-Oct-2024,170269,INE018A01030
LXCHEM,EQ,277.65,280,261.4,263,262.8,276.05,1872051,498880479.30,07-Oct-2024,42908,INE576O01020
MOS,SM,328.8,328.8,288.85,289.25,288.85,320.95,180800,53767080.00,07-Oct-2024,205,INE0N7S01010
SGBSEP29VI,GB,8200,8200,8092,8105.5,8092,8203.16,208,1696747.02,07-Oct-2024,58,IN0020210145
REGENCERAM,BE,96.88,96.88,96.88,96.88,96.88,94.99,17172,1663623.36,07-Oct-2024,42,INE277C01012
SCHNEIDER,EQ,794,796.95,737.05,747.45,750.4,795.25,470824,356566283.45,07-Oct-2024,42860,INE839M01018
865IIFL28,NS,921.2,921.2,902.8,911.69,909,919.64,1250,1136511.91,07-Oct-2024,24,INE530B07310
DRREDDY,EQ,6683.55,6712.05,6581.1,6609.9,6629,6633.25,444838,2953959780.50,07-Oct-2024,48175,INE089A01023
SHANTHALA,SM,51.25,51.25,51.25,51.25,51.25,53.05,1200,61500.00,07-Oct-2024,1,INE0Q9Q01017
SPIC,EQ,84.7,85.39,79.15,80.5,81,83.96,917600,74284390.05,07-Oct-2024,10507,INE147A01011
IPCALAB,EQ,1504.8,1504.8,1464.1,1486.45,1477,1491.4,283712,421198151.40,07-Oct-2024,30686,INE571A01038
ZEEL,EQ,132.6,133.27,125.4,125.95,126,131.77,17655490,2257255353.75,07-Oct-2024,86168,INE256A01028
AETHER,EQ,940.3,952,908.1,918.1,915.45,940.35,112868,104779786.75,07-Oct-2024,9358,INE0BWX01014
905SC24B,Z9,945,945,945,945,945,925,3,2835.00,07-Oct-2024,1,INE148I07ML1
HLEGLAS,EQ,399,401.2,385,386.6,387.3,399,86495,33690608.95,07-Oct-2024,5424,INE461D01028
SHIVAMAUTO,BE,43.02,45,42.18,42.18,42.18,44.41,59566,2538110.41,07-Oct-2024,315,INE637H01024
IFCIZC24,NI,2520,2520,2509.99,2510,2510,2510,645,1622950.00,07-Oct-2024,13,INE039A07819
UCOBANK,EQ,47.01,47.44,44.2,44.56,44.72,46.72,6631537,300330113.80,07-Oct-2024,33663,INE691A01018
ICIL,EQ,360,365,342,350.35,349,366,868442,305841321.55,07-Oct-2024,61151,INE483B01026
LINDEINDIA,EQ,8020.1,8227.45,7808,7949.35,7955,7996.3,69993,561678634.95,07-Oct-2024,17453,INE473A01011
ASIANTILES,EQ,82.25,82.83,75.31,76.45,76.51,81.22,1534369,118601048.83,07-Oct-2024,9689,INE022I01019
PRUDENT,EQ,2481.35,2550,2362.25,2430.1,2424,2463.3,39054,95343630.35,07-Oct-2024,6278,INE00F201020
364D101024,TB,99.75,99.75,99.75,99.75,99.75,99.75,110000,10972500.00,07-Oct-2024,7,IN002023Z307
SIGIND,EQ,72.65,73.16,68.6,69.23,68.88,72.21,50466,3540266.47,07-Oct-2024,938,INE529F01035
SUPRIYA,EQ,569.45,573.45,531,535.9,536.9,569.45,270540,148293128.60,07-Oct-2024,23528,INE07RO01027
TARAPUR,BE,19.13,19.69,17.82,19.69,19.69,18.76,151216,2929512.98,07-Oct-2024,525,INE747K01017
INDNIPPON,EQ,731,733.15,683.6,691.05,694,724.75,22652,15837013.30,07-Oct-2024,2062,INE092B01025
IEL,BE,11.82,12.48,11.67,11.75,11.85,12.29,373860,4432467.99,07-Oct-2024,675,INE059901020
BALKRISIND,EQ,2859.55,2896,2799,2814.2,2823,2859.55,217603,616387690.65,07-Oct-2024,42229,INE787D01026
BHARATGEAR,EQ,103.2,104.99,98.5,99.87,99.83,103.2,40976,4108821.13,07-Oct-2024,1094,INE561C01019
CINELINE,EQ,115.8,116,104.55,106.36,106.7,114.1,29669,3224497.08,07-Oct-2024,792,INE704H01022
PVP,BE,30.45,30.45,28.97,28.97,28.97,30.5,83730,2442769.07,07-Oct-2024,343,INE362A01016
DCW,EQ,101.96,102.44,92.23,93.16,93.08,101.55,8343373,795931806.47,07-Oct-2024,33595,INE500A01029
DREAMFOLKS,EQ,466.45,466.45,443,447.65,449.65,461.75,163092,73410579.35,07-Oct-2024,15511,INE0JS101016
689GS2025,GS,101.39,101.5,99.85,101.35,101.35,101.33,10294,1043833.06,07-Oct-2024,10,IN0020220128
91D211124,TB,98.95,98.95,98.55,98.55,98.55,98.95,1000,98671.00,07-Oct-2024,10,IN002024X227
GREENPANEL,EQ,389.1,392.3,372.95,389.8,390.15,389.1,279232,106616304.95,07-Oct-2024,12088,INE08ZM01014
SUNPHARMA,EQ,1910.05,1917.95,1888.05,1905.25,1901,1910.05,1691999,3216696780.40,07-Oct-2024,145138,INE044A01036
KIRLOSENG,EQ,1169.1,1176.95,1107.15,1114.6,1118,1154.45,173713,196314697.60,07-Oct-2024,23279,INE146L01010
KITEX,EQ,516,525,502.25,502.25,502.25,528.65,275710,139625451.75,07-Oct-2024,3632,INE602G01020
LAMBODHARA,EQ,168.98,168.98,152.15,156.15,155,170.53,42276,6679357.09,07-Oct-2024,1653,INE112F01022
SILVRETF,EQ,91.48,91.48,90.5,90.78,90.72,90.95,22804,2074222.41,07-Oct-2024,421,INF769K01KG6
ROML,EQ,54.5,54.5,49.22,51.25,49.22,53.56,12157,636180.62,07-Oct-2024,563,INE294G01026
SAKSOFT,EQ,252.3,255.95,233.35,237.75,236.9,251.05,531629,127627532.70,07-Oct-2024,11647,INE667G01023
CYIENT,EQ,1884.85,1896.7,1815.75,1841.5,1837,1884.1,224376,414410211.00,07-Oct-2024,23089,INE136B01020
DSSL,EQ,1321.45,1385,1290,1305.05,1307.1,1341.55,34306,45103523.10,07-Oct-2024,3570,INE417B01040
ICICIPRULI,EQ,755.75,760.45,739.2,744.95,742.25,755.75,629532,470394874.85,07-Oct-2024,50983,INE726G01019
SUPREMEINF,BZ,106.63,106.63,106.55,106.55,106.55,108.73,200015,21324398.25,07-Oct-2024,70,INE550H01011
KANSAINER,EQ,292.1,293.1,278.75,280.55,281,292.1,591774,167692868.90,07-Oct-2024,31177,INE531A01024
STYLEBAAZA,EQ,386,393.45,360,362.65,362.6,383.4,615411,228594018.25,07-Oct-2024,20278,INE01FR01028
BAJEL,EQ,279.15,282,270.2,274.85,275.55,281.55,619750,170454432.15,07-Oct-2024,7803,INE0KQN01018
871REC28,N9,1173.1,1176,1173,1173.33,1173.31,1172.53,1233,1446982.43,07-Oct-2024,18,INE020B07HS2
PAYTM,EQ,701.65,713.35,637.1,651.85,652.5,695.15,14215795,9424425185.05,07-Oct-2024,242350,INE982J01020
SECURKLOUD,EQ,31.95,31.95,29.2,29.42,29.2,31,41702,1256396.09,07-Oct-2024,820,INE650K01021
699GS2026,GS,103,103.6,103,103.6,103.6,103.65,700,72162.50,07-Oct-2024,4,IN0020230028
619GS2034,GS,94.19,94.19,94.19,94.19,94.19,96.6,5,470.95,07-Oct-2024,2,IN0020200096
HCLTECH,EQ,1784.95,1804.2,1767.9,1776.95,1773.65,1776.6,3419048,6077878236.55,07-Oct-2024,121516,INE860A01027
INFRAIETF,EQ,95.42,95.42,91.9,93.48,93.5,95.63,445096,41414257.60,07-Oct-2024,8955,INF109KC16E5
905LTF27,NF,1068,1068,1068,1068,1068,1056,5,5340.00,07-Oct-2024,1,INE027E07AL1
SGBDEC25,GB,8040,8101,8040,8101,8101,8000,29,233687.00,07-Oct-2024,10,IN0020170125
AIRTELPP,E1,1250,1267.15,1236.1,1256.85,1257.4,1239.55,91154,114283725.65,07-Oct-2024,6339,IN9397D01014
OLIL,ST,80.7,80.7,80.3,80.3,80.3,84.5,2400,193200.00,07-Oct-2024,2,INE0OPS01011
SADBHIN,BE,6.75,7,6.41,6.44,6.41,6.74,181931,1194271.40,07-Oct-2024,396,INE764L01010
SANDESH,EQ,1796,1814.95,1665,1696.35,1700,1771.75,6940,11906976.50,07-Oct-2024,1157,INE583B01015
BBETF0432,EQ,1200,1200,1193.09,1193.22,1193.15,1196.99,3647,4353028.96,07-Oct-2024,62,INF754K01OB1
704GS2029,GS,101.5,102.5,101.5,102.5,102.5,103,411,41986.50,07-Oct-2024,6,IN0020240050
ZTECH,SM,418.15,418.15,418.15,418.15,418.15,440.15,15600,6523140.00,07-Oct-2024,7,INE0ISZ01012
RUCHIRA,EQ,128.05,129.75,123.75,124.88,124.75,129.57,55170,6968729.95,07-Oct-2024,1444,INE803H01014
SAIFL,SM,107,107,101.25,101.25,101.25,106.55,17600,1820240.00,07-Oct-2024,22,INE0PZA01015
SBIETFPB,EQ,269,269,253.98,259.43,261.85,265.3,28735,7403595.27,07-Oct-2024,638,INF200KA1S22
DATAMATICS,EQ,595.6,612,563,565.75,569.45,587.4,142078,82004627.75,07-Oct-2024,6020,INE365B01017
DBOL,EQ,149.99,149.99,140,140.57,140.5,149.58,246506,35232570.28,07-Oct-2024,4002,INE0I3401014
EMUDHRA,EQ,877.7,899,830.45,882,880,877.7,246297,212733863.90,07-Oct-2024,22428,INE01QM01018
HMAAGRO,EQ,47.2,47.95,45.2,45.45,45.4,47.76,252577,11655925.60,07-Oct-2024,2762,INE0ECP01024
SMSPHARMA,EQ,365.35,366.9,335.05,337.9,338.4,364.1,295229,102181575.50,07-Oct-2024,6041,INE812G01025
VASWANI,BE,62.22,62.22,62.22,62.22,62.22,65.5,16746,1041936.12,07-Oct-2024,162,INE590L01019
MANINFRA,EQ,193.05,193.5,182.1,183.94,184.7,190.22,889156,165925958.42,07-Oct-2024,22790,INE949H01023
SGBJUN30,GB,8299.62,8448,8225,8255.93,8235,8299.62,172,1426040.97,07-Oct-2024,52,IN0020220045
NITINSPIN,EQ,376.65,378.25,351.25,367.45,365.35,374.05,172352,63126967.75,07-Oct-2024,4880,INE229H01012
PIDILITIND,EQ,3227,3227,3139.05,3153.3,3164.9,3208.8,248961,790583095.60,07-Oct-2024,28926,INE318A01026
1035UCL26,NA,880,880,799,819.2,799,880,200,169091.30,07-Oct-2024,23,INE583D07448
79NHIT40,N2,310.65,310.65,310.65,310.65,310.65,311.74,169,52499.85,07-Oct-2024,2,INE0H7R07025
EMMIL,SM,470,470,433.1,436.35,433.1,481.2,21000,9340750.00,07-Oct-2024,21,INE0S1L01013
SOMICONVEY,BE,152,153,145.1,145.1,145.1,152.74,11748,1734574.19,07-Oct-2024,189,INE323J01019
JSL,EQ,778.5,782.7,752,758.5,755.4,778.5,505113,384857436.15,07-Oct-2024,32112,INE220G01021
KRISHNADEF,ST,697,710,661,661.5,661,695.75,44500,29801900.00,07-Oct-2024,86,INE0J5601015
